WORD,POS,TYPE,Count in Pairs,Word Frq in Corpus,Word Frq Level
sayyora,NOUN,root,3,989,high
sehrgar,NOUN,derivational,1,1,low
sehrli,ADJ,derivational,1,9,med
sekinlash,VERB,inflectional,2,5,low
sekinlashtir,VERB,inflectional,3,51,high
sekinlat,VERB,inflectional,1,9,med
semirtir,VERB,inflectional,1,1,low
semiz,ADJ,root,4,19,med
sep,VERB,root,1,4,low
sepish,VERB,inflectional,1,37,med
sergaklan,VERB,inflectional,2,1,low
sergaklik,NOUN,derivational,1,37,med
sergap,ADJ,derivational,2,9,med
serhasham,ADJ,derivational,1,9,med
serhosil,ADJ,derivational,1,74,high
serjant,NOUN,root,1,371,high
sernam,ADJ,derivational,1,7,med
serqatnov,ADJ,derivational,1,54,high
sershira,NOUN,derivational,1,1,low
sershovqin,ADJ,derivational,1,13,med
sertashvish,ADJ,derivational,1,13,med
serunum,ADJ,derivational,1,23,med
serxarxasha,NOUN,derivational,1,1,oov
serzavq,ADJ,derivational,1,12,med
seskantir,VERB,inflectional,1,2,low
sevikli,ADJ,derivational,1,41,med
sevimli,ADJ,derivational,1,1692,oov2
sezdir,VERB,inflectional,1,8,med
sezgi,NOUN,derivational,1,268,high
sezish,VERB,inflectional,3,168,high
shafaq,NOUN,root,1,130,high
shafaqrang,NOUN,derivational,1,1,oov
shaffof,ADJ,root,2,85,high
shafqatsiz,ADJ,inflectional,2,104,high
shaftoli,NOUN,root,2,138,high
shag'al,NOUN,root,1,81,high
shajara,NOUN,root,1,81,high
shakl,NOUN,root,2,3,low
shakllantir,VERB,inflectional,1,7187,high
shamol,NOUN,root,1,4,low
sharmsiz,ADJ,inflectional,2,8,med
sharmsizlik,NOUN,inflectional,1,4,oov
sharob,NOUN,root,1,1,low
shartnoma,NOUN,derivational,2,7783,high
shashka,NOUN,root,2,256,high
shashmaqom,NOUN,derivational,1,148,high
shaxdam,ADJ,root,1,8,med
shaxsiy,ADJ,derivational,1,7618,high
shaxzoda,NOUN,root,1,2,oov
she'riyat,NOUN,derivational,1,100,high
shiddatli,ADJ,derivational,1,11,med
shifohona,NOUN,root,1,1304,oov2
shifoxona,NOUN,derivational,1,466,high
shijoatli,ADJ,derivational,2,8,med
shikastlantir,VERB,inflectional,1,8,med
shilqimlik,NOUN,derivational,1,1,low
shim,NOUN,root,1,391,high
shimol,NOUN,root,1,14,med
shirin,ADJ,root,4,19,med
shisha,NOUN,root,2,464,high
shivirlash,VERB,inflectional,1,1,low
shodlik,NOUN,derivational,2,371,high
shohona,ADJ,derivational,1,46,med
shubhalan,VERB,inflectional,1,6,med
shubhasiz,ADJ,inflectional,1,19,med
shudgorlan,VERB,inflectional,1,19,med
sichqon,NOUN,root,2,390,high
signal,NOUN,root,1,126,high
silsila,NOUN,root,1,157,high
sindirish,VERB,inflectional,2,31,med
sinfdosh,NOUN,derivational,1,351,high
sirdosh,NOUN,derivational,1,80,high
sirtqi,NOUN,root,1,241,high
sitam,NOUN,root,1,1,low
sitrus meva,NOUN,root,2,51,high
siyosat,NOUN,root,1,107,high
siyrak,ADJ,root,2,65,high
sobiq,ADJ,root,2,1818,oov2
sodda,ADJ,root,3,718,high
sog'lik,NOUN,derivational,2,1262,high
sog'lom,ADJ,root,2,1,low
soha,NOUN,root,1,31050,high
so'kinish,NOUN,inflectional,1,8,med
so'lg'inlik,NOUN,derivational,1,1,low
so'm,NOUN,root,1,1606,high
son,NOUN,root,2,418,high
soniya,NOUN,root,1,568,high
so'qir,NOUN,root,1,18,med
so'qqaboshlik,NOUN,derivational,1,1,oov
so'roq,NOUN,derivational,1,19,low
so'rov,NOUN,derivational,1,1466,high
sotish,VERB,inflectional,1,269,high
sotqinlik,NOUN,derivational,1,3,oov
sottirdi,VERB,inflectional,1,1,low
sovg'a,NOUN,root,1,555,high
sovitish,NOUN,inflectional,1,387,high
sovuq,ADJ,root,3,1030,high
sovuqlik,NOUN,derivational,1,1089,high
sovutgich,NOUN,inflectional,2,112,high
soxil,NOUN,root,2,373,oov2
soxta,NOUN,root,1,1,oov
soz,ADJ,root,2,86,high
so'z turkumi,NOUN,inflectional,1,4,low
so'zlash,VERB,inflectional,2,1234,high
so'zlashtir,VERB,inflectional,1,1,low
so'zlashuv,NOUN,inflectional,1,48,med
so'zlattir,VERB,inflectional,1,17,med
spektakl,NOUN,root,1,700,high
sport,NOUN,root,2,544,high
sportchi,NOUN,derivational,2,339,high
subutsizlik,NOUN,derivational,1,1,low
sud,NOUN,root,2,494,high
sudralib yuruvchi,NOUN,inflectional,1,1,low
sudraluvchi,NOUN,derivational,1,89,high
sudya,NOUN,root,1,494,high
sug'urta,NOUN,root,1,3233,high
suhbat,NOUN,root,2,4085,high
suhbatlash,VERB,inflectional,1,21,med
suhbatlashtir,VERB,inflectional,1,1,low
sukunat,NOUN,root,1,67,high
sukut,NOUN,root,1,137,high
sulh,NOUN,root,1,71,high
sulola,NOUN,root,2,390,high
sumalak,NOUN,root,2,293,high
surrogat,NOUN,root,1,4,low
surunkali,ADJ,derivational,2,29,med
susaytir,VERB,inflectional,1,114,high
sustkash,ADJ,derivational,2,7,med
sustkashlik,NOUN,derivational,1,83,high
sustlashtir,VERB,inflectional,1,6,med
suv,NOUN,root,5,2063,high
suvarak,NOUN,root,1,21,med
suveren,ADJ,root,1,132,oov2
suverenitet,NOUN,root,1,191,high
suvsira,VERB,derivational,1,4,low
suvsiradi,VERB,inflectional,1,1,low
suvsirash,NOUN,derivational,1,101,high
suvsizlik,NOUN,derivational,1,65,high
suxbatlash,VERB,inflectional,1,1234,oov2
suxsur,ADJ,root,1,1,low
suyukli,ADJ,derivational,2,1692,high
suyuntir,VERB,inflectional,1,4,low
suyuqlantir,VERB,inflectional,1,1,oov
suyuqlik,NOUN,derivational,3,317,high
svetofor,NOUN,root,1,41,med
taajjublantir,VERB,inflectional,1,6,med
tabassum,NOUN,root,2,404,high
tabibchilik,NOUN,derivational,1,1,low
tabiiy hodisa,NOUN,root,2,93,high
tabobat,NOUN,root,2,252,high
tadbir,NOUN,root,1,3741,high
tadbirkorlik,NOUN,derivational,1,303,high
tafakkur,NOUN,root,2,2266,high
tafovut,NOUN,root,1,234,high
tahdid,NOUN,root,1,1255,high
tahla,VERB,derivational,1,6,med
tahsil,NOUN,root,1,1873,high
tajriba,NOUN,root,1,2396,high
takabbur,ADJ,root,1,12,med
takomillashtirish,NOUN,inflectional,1,3265,high
talaba,NOUN,root,2,14054,high
talaffuz,NOUN,root,2,247,high
talant,NOUN,root,1,149,high
ta'lim,NOUN,root,1,1873,high
taltaytir,VERB,inflectional,1,4,low
tam,NOUN,root,1,1,low
tambala,VERB,derivational,1,6,med
tamg'ala,VERB,inflectional,1,152,high
tamg'alan,VERB,inflectional,1,12,med
ta'mirlash,NOUN,inflectional,2,352,high
tamomlash,NOUN,inflectional,2,401,high
tamoyil,NOUN,root,1,3311,high
tamshan,VERB,inflectional,2,7,med
tanavor,NOUN,root,2,1,low
tanazzul,NOUN,root,1,301,high
tanbex,NOUN,root,2,1,oov2
taniqli,ADJ,derivational,1,4404,high
tannarx,NOUN,root,2,371,high
tansiq,ADJ,root,2,59,high
taom,NOUN,root,5,293,high
taqchil,ADJ,root,2,29,med
taqdir,NOUN,root,1,310,high
taqdirlan,VERB,inflectional,2,2015,high
taqillat,VERB,inflectional,1,33,med
taqvo,NOUN,root,1,428,high
taqvodor,ADJ,derivational,1,177,high
taraqqiyot,NOUN,root,1,8787,high
tarbiya,NOUN,root,1,1,low
targ'ibot,NOUN,derivational,1,3,low
tarix,NOUN,root,3,1476,high
tarjimonlik,NOUN,derivational,1,1,low
tarmoq,NOUN,root,1,843,high
tarona,NOUN,root,1,4641,high
tarozi,NOUN,root,1,1,low
tarozibon,NOUN,derivational,1,1,low
tarqatuvchi,NOUN,derivational,1,440,high
tarqoq,ADJ,root,3,65,high
tartibli,ADJ,derivational,2,7,med
tarvuz,NOUN,root,1,172,high
tasalli,NOUN,root,1,127,high
tasavvur,NOUN,root,1,3362,high
tashkilot,NOUN,root,2,12736,high
tashnalik,NOUN,derivational,1,101,high
tashqi,NOUN,root,1,241,high
tashviqot,NOUN,root,1,3,low
tashvish,NOUN,root,1,1425,high
tashvishli,ADJ,derivational,1,24,med
taskin,NOUN,root,1,127,high
taskin ber,VERB,root,1,9,med
tasma,NOUN,root,2,229,high
tasnifla,VERB,derivational,2,152,high
tasvirla,VERB,derivational,1,19,med
tasvirlan,VERB,inflectional,1,5,low
tavallud,NOUN,root,3,706,high
tavrot,NOUN,root,1,62,high
tavsifnoma,NOUN,derivational,1,499,high
tayanib,VERB,inflectional,2,3,low
tayinli,ADJ,derivational,1,13,med
teatr,NOUN,root,4,3372,high
tebrat,VERB,inflectional,2,360,high
tegajog'lik,NOUN,derivational,1,1,low
tehnika,NOUN,root,1,6420,oov2
tekin,ADJ,root,2,228,oov2
tekis,ADJ,root,2,402,high
tekislan,VERB,inflectional,3,39,med
tekshirtir,VERB,inflectional,1,227,high
tekshiruv,NOUN,inflectional,1,47,med
telba,ADJ,root,2,130,oov2
teleskop,NOUN,root,1,347,high
teng,ADJ,root,1,4000,high
tengdosh,ADJ,derivational,1,6,low
tenglama,NOUN,derivational,3,161,high
tentak,ADJ,root,2,9,med
teplovoz,NOUN,root,1,24,med
teshik,NOUN,inflectional,1,34,med
tetik,ADJ,root,5,118,oov2
tetiklik,NOUN,derivational,1,1,low
tezlash,VERB,inflectional,2,5,low
tezlashtir,VERB,inflectional,4,396,high
tezlat,VERB,inflectional,1,9,med
tijorat,NOUN,root,1,3901,high
tikish,VERB,inflectional,2,355,high
tikuvchilik,NOUN,derivational,3,761,high
til,NOUN,root,1,49,med
tilmochlik,NOUN,derivational,1,1,low
tilshunoslik,NOUN,derivational,2,137,high
tilyog'lama,ADJ,derivational,1,1,low
timsoh,NOUN,root,1,1,low
timsol,NOUN,root,3,1425,high
tinch,ADJ,root,2,1840,oov2
tinchit,VERB,inflectional,1,21,med
tinchlantir,VERB,inflectional,1,75,high
tinchlik,NOUN,derivational,3,4149,high
tinglovchi,NOUN,derivational,1,1526,high
tiniq,ADJ,root,2,85,high
tintuv,NOUN,inflectional,1,47,med
tirik,ADJ,root,1,173,high
tirishqoqlik,NOUN,derivational,1,100,high
tirmash,VERB,inflectional,1,23,med
tirqish,NOUN,root,1,34,med
tizimlashtir,VERB,inflectional,1,4633,high
tog',NOUN,root,3,432,high
to'gon,NOUN,root,1,104,high
toifa,NOUN,root,2,2399,high
toifala,VERB,inflectional,1,152,high
to'la,ADJ,root,2,2378,high
toliqtir,VERB,inflectional,1,43,med
to'lov,NOUN,root,1,329,high
to'lqin,NOUN,root,1,33,med
to'lqinlantir,VERB,inflectional,1,3,low
tomir,NOUN,root,3,935,high
tomoq,NOUN,root,1,125,high
tomorqa,NOUN,root,1,560,high
tong,NOUN,root,1,1,low
topish,NOUN,inflectional,1,467,high
topishmoq,NOUN,inflectional,1,83,high
topishtir,VERB,inflectional,1,4,oov
to'plam,NOUN,root,1,2573,high
to'plash,VERB,inflectional,1,2,low
to'ppi,NOUN,root,2,1,low
topqir,ADJ,root,1,29,med
topshiriq,NOUN,inflectional,2,1554,high
toqatli,ADJ,derivational,2,1,low
toqatsizlik,NOUN,inflectional,1,3,low
to'qimachilik,NOUN,derivational,1,1134,high
to'qish,VERB,inflectional,1,4,low
to'qnashtir,VERB,inflectional,2,5,low
torayish,NOUN,inflectional,1,525,high
toraytir,VERB,inflectional,2,17,med
torqoqlik,NOUN,derivational,2,384,high
tortinchoq,ADJ,inflectional,1,19,med
tortishuv,NOUN,inflectional,1,249,high
tosh,NOUN,root,2,163,high
to'shak,NOUN,root,1,161,high
toshbaqa,NOUN,root,1,89,high
toshbo'ron,NOUN,derivational,1,1,low
toshloq,NOUN,root,1,98,high
toshma,NOUN,derivational,1,52,high
to'siqsiz,ADJ,inflectional,1,11,med
totli,ADJ,derivational,2,9,med
totuv,ADJ,root,1,44,med
totuvlik,NOUN,derivational,2,695,high
tovlamachilik,NOUN,derivational,1,37,med
tovoq,NOUN,root,1,842,high
tovush,NOUN,root,3,675,high
tovushsiz,ADJ,inflectional,1,10,med
to'ydir,VERB,inflectional,1,49,med
tozala,VERB,derivational,1,4,low
tozalash,VERB,inflectional,1,1859,high
tozalik,NOUN,derivational,1,333,high
to'zgit,VERB,inflectional,1,3,low
to'zg'itish,VERB,inflectional,1,1,oov
to'zit,VERB,inflectional,1,3,low
transport,NOUN,root,2,678,high
trillion,NOUN,root,1,418,high
tub,ADJ,root,1,3232,high
tubsiz,ADJ,inflectional,1,1,low
tuganmas,ADJ,inflectional,1,51,high
tugat,VERB,inflectional,1,1387,high
tugatdi,VERB,inflectional,1,5392,high
tugatish,VERB,inflectional,3,401,high
tug'ilish,NOUN,inflectional,2,706,high
tug'ruqxona,NOUN,derivational,1,102,high
tugunlari,NOUN,inflectional,1,2037,high
tuhfa,NOUN,root,2,555,high
tuproq,NOUN,root,1,22,med
tur,NOUN,root,1,2399,high
turar-joy,NOUN,root,1,770,high
turg'iz,VERB,inflectional,1,33,med
turizm,NOUN,root,1,1175,high
turkumla,VERB,derivational,1,43,med
turshak,NOUN,root,3,23,med
tushish,NOUN,inflectional,2,1337,high
tushlik,NOUN,derivational,1,238,high
tushum,NOUN,root,2,449,high
tushuntirish,VERB,inflectional,1,41,med
tutmoq,NOUN,root,1,258,high
tutqin,ADJ,derivational,1,115,high
tutruqsizlik,NOUN,derivational,1,1,low
tuvak,NOUN,root,2,55,high
tuyaqush,NOUN,derivational,1,31,med
tuzatish,NOUN,inflectional,2,352,high
tuzg'it,VERB,inflectional,1,2,low
tuzmoq,VERB,root,1,7187,high
uchish,VERB,inflectional,3,360,high
uchqur,ADJ,root,1,30,med
uchrashtir,VERB,inflectional,2,11,med
uchrashuv,NOUN,inflectional,1,4085,high
udum,NOUN,root,1,403,high
ufq,NOUN,root,1,1,low
uglevodorod,NOUN,root,1,139,high
ulamo,NOUN,root,2,213,high
ulkan,ADJ,root,2,5658,high
uloqtir,VERB,inflectional,1,155,high
ulug'vorlik,NOUN,derivational,1,101,high
ulush,NOUN,root,1,2458,high
ummon,NOUN,root,1,555,high
umumiy,ADJ,derivational,1,123,high
undosh,NOUN,derivational,1,52,high
unit,VERB,root,1,9,med
unittir,VERB,inflectional,1,7,med
unsiz,ADJ,inflectional,1,10,med
unumdor,ADJ,derivational,2,105,oov2
unumli,ADJ,derivational,1,9,med
unumsiz,ADJ,inflectional,3,1,low
unvon,NOUN,root,2,107,high
uqtirish,VERB,inflectional,2,41,med
uqubatli,ADJ,derivational,1,1,low
urf,NOUN,root,2,274,high
urildi,VERB,inflectional,1,3,low
urishtir,VERB,inflectional,1,35,med
urush,NOUN,root,2,2998,high
ushlab,VERB,root,1,1,low
ushlamoq,NOUN,derivational,1,258,high
ushshoq,NOUN,root,1,215,high
uskuna,NOUN,root,1,1288,high
ustahona,NOUN,derivational,1,497,oov2
uvilla,VERB,derivational,1,8,med
uxlash,NOUN,inflectional,1,386,high
uy,NOUN,root,3,508,high
uyaltir,VERB,inflectional,3,24,med
uyatchan,ADJ,derivational,2,19,med
uyatsiz,ADJ,inflectional,1,1,low
uyg'onish,NOUN,inflectional,2,386,high
uyg'oq,ADJ,root,1,86,high
uyg'ottir,VERB,inflectional,1,17,med
uyg'unlashtir,VERB,inflectional,2,335,oov
uyli,ADJ,derivational,1,23,med
uymalash,VERB,inflectional,1,2,low
uyqusiz,ADJ,inflectional,1,1,low
uyqusizlik,NOUN,derivational,1,38,med
uyum,NOUN,root,1,2573,high
uyushgan,ADJ,inflectional,1,116,oov2
uyushma,NOUN,derivational,3,5246,high
uyushqoq,ADJ,root,2,8,med
uyushqoqlik,NOUN,derivational,2,384,high
uzoq,ADJ,root,1,18342,high
uzoqlash,VERB,inflectional,1,237,high
uzoqlashtir,VERB,inflectional,1,359,high
uzoqlik,NOUN,derivational,1,361,high
uzun,ADJ,root,4,830,high
uzunchoq,ADJ,derivational,1,11,med
uzunlik,NOUN,derivational,1,226,high
vafoli,ADJ,derivational,2,19,med
vafot,NOUN,root,3,1346,high
vagon,NOUN,root,1,401,high
valaqla,VERB,root,1,4,low
valdira,VERB,root,2,6,med
valiaxt,NOUN,root,2,2,oov
valyuta,NOUN,root,2,1606,high
vaqt,NOUN,root,2,335,high
vaqtincha,ADJ,derivational,1,633,high
vasiyatnoma,NOUN,derivational,1,134,high
vaxshiyona,ADJ,inflectional,1,1,oov
vayron qil,VERB,root,2,17,med
vaysaqi,ADJ,derivational,1,7,med
vazifa,NOUN,root,1,1554,high
vazirklik,NOUN,derivational,1,7149,high
vaziyat,NOUN,root,1,4773,high
vaznli,ADJ,derivational,2,8,med
vena,NOUN,root,3,260,high
veterinariya,NOUN,root,1,290,high
vidolash,VERB,inflectional,1,38,med
vodiy,NOUN,root,2,432,high
vodorod,NOUN,root,1,131,high
vokal,NOUN,root,1,152,high
voleybol,NOUN,derivational,2,544,high
volida,NOUN,root,2,56,high
voqea,NOUN,root,1,3159,high
voris,NOUN,root,1,2,oov
vorislik,NOUN,derivational,2,106,high
voxa,NOUN,root,1,1023,oov2
vulqon,NOUN,root,3,93,high
xabar,NOUN,root,1,499,high
xafa,ADJ,root,1,57,high
xafahol,ADJ,derivational,1,1,low
xafaqon,ADJ,derivational,1,12,med
xakamlik,NOUN,derivational,1,460,oov2
xaloskor,NOUN,derivational,1,62,high
xaloyiq,NOUN,root,1,1,low
xalq,NOUN,root,1,1,low
xaltacha,NOUN,derivational,1,13,med
xamir,NOUN,root,3,200,high
xamroh,NOUN,root,2,3,oov
xamtovoq,NOUN,derivational,1,16,med
xamyurt,NOUN,derivational,1,1909,oov2
xaqiqiy,ADJ,derivational,2,2637,oov2
xaqoratla,VERB,inflectional,1,2974,high
xarakat,NOUN,root,1,83,high
xarakatchan,ADJ,derivational,1,7,med
xarakatchanlik,NOUN,derivational,1,100,high
xarf,NOUN,root,1,52,high
xaridor,NOUN,derivational,2,3654,high
xarob,ADJ,root,1,23,med
xarorat,NOUN,root,1,266,high
xasharot,NOUN,root,2,179,high
xasis,ADJ,root,3,85,high
xastalik,NOUN,derivational,2,1262,high
xat,NOUN,root,1,943,high
xatarli,ADJ,derivational,1,24,med
xati,NOUN,root,1,164,high
xavotirlan,VERB,inflectional,1,102,high
xayol,NOUN,root,1,3362,high
xayolparastlik,NOUN,derivational,1,1,low
xayriya,NOUN,root,2,1193,high
xayrlash,VERB,inflectional,1,38,med
xayvon,NOUN,root,1,290,high
xayvonot,NOUN,derivational,3,141,high
xira,ADJ,root,3,93,high
xodim,NOUN,root,1,16,low
xo'jalik,NOUN,derivational,3,1852,high
xo'kiz,NOUN,root,1,2,low
xolis,ADJ,root,2,730,oov2
xomila,NOUN,root,1,137,high
xo'mrayish,NOUN,inflectional,2,32,med
xomush,ADJ,root,2,12,med
xonanda,NOUN,root,1,3609,high
xorijiy,ADJ,derivational,3,190,oov2
xo'rlangan,VERB,inflectional,1,2,oov
xotamtoy,ADJ,derivational,2,18,oov2
xo'tik,NOUN,root,1,2,low
xotin,NOUN,root,3,224,high
xotira,NOUN,root,1,3808,high
xudud,NOUN,root,2,4352,high
xujumchi,NOUN,derivational,1,368,oov2
xukumat,NOUN,root,1,5803,oov2
xurmo,NOUN,root,1,165,high
xursand,ADJ,root,1,7,med
xushchaqchaq,NOUN,derivational,1,91,high
xushmuomala,NOUN,derivational,1,42,med
xushvaqt,ADJ,derivational,1,7,med
xushyor bo'l,VERB,root,1,1,low
xushyorlik,NOUN,derivational,1,37,med
xususiy,ADJ,derivational,1,7618,high
yadro,NOUN,root,1,1163,high
yagona,ADJ,root,3,4434,high
yakka,ADJ,root,2,173,oov2
yakkalan,VERB,inflectional,1,12,med
yakun,NOUN,root,1,42,med
yakunlan,VERB,inflectional,1,1781,high
yakunlash,VERB,inflectional,1,335,oov
yalin,VERB,inflectional,1,34,med
yalqov,ADJ,root,2,50,high
yaltirat,VERB,inflectional,1,1,low
yaltiroq,ADJ,root,2,93,high
yamoqchilik,NOUN,derivational,1,1,low
yangi,ADJ,root,4,1,low
yangila,VERB,derivational,1,8,med
yangilik,NOUN,derivational,1,386,high
yanglishtir,VERB,inflectional,2,8,med
yaproq,NOUN,root,1,1,low
yaqin,ADJ,root,2,18342,high
yaqinlash,VERB,inflectional,1,237,high
yaqinlashtir,VERB,inflectional,1,359,high
yaqinlik,NOUN,derivational,1,361,high
yarador,ADJ,derivational,1,44,med
yaralan,VERB,inflectional,2,65,high
yaraqlat,VERB,inflectional,1,1,low
yarashtir,VERB,inflectional,1,35,med
yarqirat,VERB,inflectional,1,4,low
yasantir,VERB,inflectional,1,5,low
yashirin,ADJ,root,1,11,med
yaxlit,ADJ,root,1,566,oov2
yaxshilash,NOUN,inflectional,1,1560,high
yaxshilik,NOUN,derivational,3,1096,high
yaylov,NOUN,root,1,292,high
yedir,VERB,inflectional,1,49,med
yegulik,NOUN,root,3,89,high
yem-xashak,NOUN,root,1,22,med
yengil,ADJ,root,3,3120,high
yengillashtir,VERB,inflectional,1,10,med
yengilroq,ADJ,inflectional,1,9,oov
yer,NOUN,root,1,989,high
yetarli,ADJ,derivational,2,29,med
yetuk,ADJ,root,1,15890,high
yeyish,VERB,inflectional,1,7,med
yig'ilish,NOUN,inflectional,1,6047,high
yig'la,VERB,derivational,1,11,med
yig'lash,NOUN,inflectional,2,404,high
yig'uvchi,NOUN,inflectional,1,440,high
yilqiboqar,NOUN,derivational,1,1,oov
yiqil,VERB,inflectional,1,261,high
yirik,ADJ,root,3,5658,high
yirtqich,ADJ,root,2,92,oov2
yod,NOUN,root,1,3808,high
yodla,VERB,derivational,1,9,med
yog'du,NOUN,root,1,142,high
yog'och,NOUN,root,1,138,high
yo'g'onlash,VERB,inflectional,1,10,med
yo'l,NOUN,root,1,41,med
yolg'iz,NOUN,root,1,4434,high
yolg'izlat,VERB,inflectional,1,12,med
yolg'izlik,NOUN,derivational,1,1,oov
yo'liqtir,VERB,inflectional,2,11,med
yo'llanma,NOUN,derivational,1,1915,high
yo'llar,NOUN,inflectional,2,6556,high
yolvor,VERB,root,3,34,med
yomon,ADJ,root,1,2278,oov2
yomonlash,NOUN,inflectional,1,1560,high
yomonlik,NOUN,derivational,1,389,high
yon tomon,NOUN,root,1,3,low
yo'nalish,NOUN,root,2,31050,high
yondashuv,NOUN,inflectional,1,3311,high
yong'in,NOUN,root,1,1608,high
yong'oq,NOUN,root,1,360,high
yoptir,VERB,inflectional,1,3,low
yoqilg'i,NOUN,root,3,876,high
yo'qotish,NOUN,inflectional,1,467,high
yordamchi,NOUN,derivational,1,136,high
yordamlash,VERB,inflectional,2,126,high
yo'riqnoma,NOUN,derivational,1,1915,high
yorqin,ADJ,root,2,624,high
yorug',ADJ,root,1,59,high
yorug'lik,NOUN,derivational,2,576,high
yosh,NOUN,root,1,545,high
yoshartir,VERB,inflectional,1,34,med
yoshlik,NOUN,derivational,4,1640,high
yotoqxona,NOUN,derivational,3,508,high
yotqiz,VERB,inflectional,1,33,med
yovuzlik,NOUN,derivational,1,216,high
yovvoyi,ADJ,root,1,92,high
yoyish,VERB,inflectional,1,37,med
yozdir,VERB,inflectional,1,19,med
yozuv,NOUN,inflectional,2,3087,high
yubor,VERB,root,2,1622,high
yugurdi,VERB,inflectional,1,11,med
yuksak,ADJ,root,2,8499,high
yuksalish,NOUN,inflectional,2,1037,high
yuksaltir,VERB,inflectional,1,3641,high
yumalat,VERB,inflectional,1,3,low
yumaloq,ADJ,root,1,61,high
yumshatish,NOUN,inflectional,1,49,med
yumshoq,ADJ,root,1,7,med
yumuq,ADJ,root,3,11,med
yupantir,VERB,inflectional,1,75,high
yupqa,ADJ,root,3,177,oov2
yupqalash,VERB,inflectional,1,10,med
yuqorilash,NOUN,inflectional,2,1337,high
yur,VERB,root,1,240,high
yurak,NOUN,root,1,129,high
yurt,NOUN,root,1,738,high
yurtdosh,NOUN,derivational,2,1597,high
yutqazish,NOUN,inflectional,2,1383,high
yuvintir,VERB,inflectional,1,8,med
yuz,NOUN,root,1,337,high
yuzaki,ADJ,root,1,30,med
yuzsizlik,NOUN,inflectional,2,4,low
zabon,NOUN,root,2,49,med
zaif,ADJ,root,1,718,high
zaiflashtir,VERB,inflectional,1,37,med
zakot,NOUN,root,1,2,low
zakovatli,ADJ,derivational,1,7,med
zambarak,NOUN,root,3,27,med
zamonaviy,ADJ,derivational,3,15890,high
zangori,ADJ,root,1,20,med
zanjabil,NOUN,root,2,9,med
zarar,NOUN,root,1,353,high
zararli,ADJ,derivational,4,12,med
zararsiz,ADJ,inflectional,5,10,med
zarg'aldoq,NOUN,root,1,39,med
zargarlik,NOUN,derivational,1,267,high
zarur,ADJ,root,1,23761,high
zarurat,NOUN,derivational,2,985,high
zaruriy,NOUN,inflectional,1,461,high
zavja,NOUN,root,1,37,med
zehnli,ADJ,derivational,1,1,low
zerikarli,ADJ,derivational,1,161,high
zichlik,NOUN,derivational,1,213,high
ziddiyat,NOUN,root,1,427,high
ziravor,NOUN,root,1,9,med
ziynatlantir,VERB,inflectional,2,1,low
ziyoratgoh,NOUN,derivational,1,489,high
ziyrak,ADJ,root,1,99,oov2
zobit,NOUN,root,1,2,low
zolim,ADJ,root,2,10,med
zoologiya,NOUN,root,1,141,high
zo'ravon,NOUN,derivational,1,1,low
zo'ravonlik,NOUN,derivational,2,370,high
zo'raytir,VERB,inflectional,2,2,low
zorlan,VERB,inflectional,1,24,med
zovur,NOUN,root,2,272,high
zukko,ADJ,root,1,29,med
zukkolik,NOUN,derivational,1,62,high
zulm,NOUN,root,1,720,high
zulmat,NOUN,root,1,124,high
zumrat,NOUN,root,1,163,oov2
zurriyot,NOUN,root,1,24,med
,,,2836,,